"Haplogroup"	"Clade"	"Macro-Clade"	"Phylotree-Subtree"	"Macro-Haplogroup"
"K1a5"	"K1"	"K"	"UK"	"R"
"K1a5a"	"K1"	"K"	"UK"	"R"
"K1a5b"	"K1"	"K"	"UK"	"R"
"K1a6"	"K1"	"K"	"UK"	"R"
"K1a7"	"K1"	"K"	"UK"	"R"
"K1a7*"	"K1"	"K"	"UK"	"R"
"K1a8"	"K1"	"K"	"UK"	"R"
"K1a8a"	"K1"	"K"	"UK"	"R"
"K1a8a1"	"K1"	"K"	"UK"	"R"
"K1a8b"	"K1"	"K"	"UK"	"R"
"K1a8b*"	"K1"	"K"	"UK"	"R"
"K1a+195"	"K1"	"K"	"UK"	"R"
"K1a+195*1"	"K1"	"K"	"UK"	"R"
"K1a+195*2"	"K1"	"K"	"UK"	"R"
"K1a9"	"K1"	"K"	"UK"	"R"
"K1a10"	"K1"	"K"	"UK"	"R"
"K1a10*"	"K1"	"K"	"UK"	"R"
"K1a10a"	"K1"	"K"	"UK"	"R"
"K1a13"	"K1"	"K"	"UK"	"R"
"K1a13*"	"K1"	"K"	"UK"	"R"
"K1a13a"	"K1"	"K"	"UK"	"R"
"K1a14"	"K1"	"K"	"UK"	"R"
"K1a15"	"K1"	"K"	"UK"	"R"
"K1a16"	"K1"	"K"	"UK"	"R"
"K1a26"	"K1"	"K"	"UK"	"R"
"K1a+150"	"K1"	"K"	"UK"	"R"
"K1a11"	"K1"	"K"	"UK"	"R"
"K1a11a"	"K1"	"K"	"UK"	"R"
"K1a11a1"	"K1"	"K"	"UK"	"R"
"K1a11b"	"K1"	"K"	"UK"	"R"
"K1a24"	"K1"	"K"	"UK"	"R"
"K1a24a"	"K1"	"K"	"UK"	"R"
"K1a30"	"K1"	"K"	"UK"	"R"
"K1a30*"	"K1"	"K"	"UK"	"R"
"K1a30a"	"K1"	"K"	"UK"	"R"
"K1a31"	"K1"	"K"	"UK"	"R"
"K1a12"	"K1"	"K"	"UK"	"R"
"K1a12a"	"K1"	"K"	"UK"	"R"
"K1a12a*1"	"K1"	"K"	"UK"	"R"
"K1a12a*2"	"K1"	"K"	"UK"	"R"
"K1a12a*3"	"K1"	"K"	"UK"	"R"
"K1a12a1"	"K1"	"K"	"UK"	"R"
"K1a12a1*"	"K1"	"K"	"UK"	"R"
"K1a12a1a"	"K1"	"K"	"UK"	"R"
"K1a12a1a*"	"K1"	"K"	"UK"	"R"
"K1a17"	"K1"	"K"	"UK"	"R"
"K1a17a"	"K1"	"K"	"UK"	"R"
"K1a18"	"K1"	"K"	"UK"	"R"
"K1a18*"	"K1"	"K"	"UK"	"R"
"K1a19"	"K1"	"K"	"UK"	"R"
"K1a19a"	"K1"	"K"	"UK"	"R"
"K1a23"	"K1"	"K"	"UK"	"R"
"K1a25"	"K1"	"K"	"UK"	"R"
"K1a27"	"K1"	"K"	"UK"	"R"
"K1a28"	"K1"	"K"	"UK"	"R"
"K1a29"	"K1"	"K"	"UK"	"R"
"K1a29a"	"K1"	"K"	"UK"	"R"
"K1b"	"K1"	"K"	"UK"	"R"
"K1b1"	"K1"	"K"	"UK"	"R"
"K1b1+(16093)"	"K1"	"K"	"UK"	"R"
"K1b1a"	"K1"	"K"	"UK"	"R"
"K1b1a1"	"K1"	"K"	"UK"	"R"
"K1b1a1+199"	"K1"	"K"	"UK"	"R"
"K1b1a1a"	"K1"	"K"	"UK"	"R"
"K1b1a1b"	"K1"	"K"	"UK"	"R"
"K1b1a1c"	"K1"	"K"	"UK"	"R"
"K1b1a1c1"	"K1"	"K"	"UK"	"R"
"K1b1a1d"	"K1"	"K"	"UK"	"R"
"K1b1a1d1"	"K1"	"K"	"UK"	"R"
"K1b1a2"	"K1"	"K"	"UK"	"R"
"K1b1b"	"K1"	"K"	"UK"	"R"
"K1b1b1"	"K1"	"K"	"UK"	"R"
"K1b1c"	"K1"	"K"	"UK"	"R"
"K1b1c*"	"K1"	"K"	"UK"	"R"
"K1b2"	"K1"	"K"	"UK"	"R"
"K1b2a"	"K1"	"K"	"UK"	"R"
"K1b2a1"	"K1"	"K"	"UK"	"R"
"K1b2a1a"	"K1"	"K"	"UK"	"R"
"K1b2a1a1"	"K1"	"K"	"UK"	"R"
"K1b2a2"	"K1"	"K"	"UK"	"R"
"K1b2a2a"	"K1"	"K"	"UK"	"R"
"K1b2a3"	"K1"	"K"	"UK"	"R"
"K1b2b"	"K1"	"K"	"UK"	"R"
"K1b2b1"	"K1"	"K"	"UK"	"R"
"K1c"	"K1"	"K"	"UK"	"R"
"K1c1"	"K1"	"K"	"UK"	"R"
"K1c1a"	"K1"	"K"	"UK"	"R"
"K1c1b"	"K1"	"K"	"UK"	"R"
"K1c1c"	"K1"	"K"	"UK"	"R"
"K1c1d"	"K1"	"K"	"UK"	"R"
"K1c1e"	"K1"	"K"	"UK"	"R"
"K1c1f"	"K1"	"K"	"UK"	"R"
"K1c1g"	"K1"	"K"	"UK"	"R"
"K1c1h"	"K1"	"K"	"UK"	"R"
"K1c1i"	"K1"	"K"	"UK"	"R"
"K1c2"	"K1"	"K"	"UK"	"R"
"K1c2a"	"K1"	"K"	"UK"	"R"
"K1c2a*"	"K1"	"K"	"UK"	"R"
"K1+16362"	"K1"	"K"	"UK"	"R"
"K1d"	"K1"	"K"	"UK"	"R"
"K1d1"	"K1"	"K"	"UK"	"R"
"K1e"	"K1"	"K"	"UK"	"R"
"K1e1"	"K1"	"K"	"UK"	"R"
"K1f"	"K1"	"K"	"UK"	"R"
"K2"	"K2"	"K"	"UK"	"R"
"K2a"	"K2"	"K"	"UK"	"R"
"K2a*"	"K2"	"K"	"UK"	"R"
"K2a1"	"K2"	"K"	"UK"	"R"
"K2a1a"	"K2"	"K"	"UK"	"R"
"K2a2"	"K2"	"K"	"UK"	"R"
"K2a2a"	"K2"	"K"	"UK"	"R"
"K2a2a1"	"K2"	"K"	"UK"	"R"
"K2a3"	"K2"	"K"	"UK"	"R"
"K2a3*"	"K2"	"K"	"UK"	"R"
"K2a3a"	"K2"	"K"	"UK"	"R"
"K2a3a1"	"K2"	"K"	"UK"	"R"
"K2a4"	"K2"	"K"	"UK"	"R"
"K2a5"	"K2"	"K"	"UK"	"R"
"K2a5a"	"K2"	"K"	"UK"	"R"
"K2a5a1"	"K2"	"K"	"UK"	"R"
"K2a5b"	"K2"	"K"	"UK"	"R"
"K2a6"	"K2"	"K"	"UK"	"R"
"K2a7"	"K2"	"K"	"UK"	"R"
"K2a8"	"K2"	"K"	"UK"	"R"
"K2a9"	"K2"	"K"	"UK"	"R"
"K2a10"	"K2"	"K"	"UK"	"R"
"K2a11"	"K2"	"K"	"UK"	"R"
"K2b"	"K2"	"K"	"UK"	"R"
"K2b1"	"K2"	"K"	"UK"	"R"
"K2b1a"	"K2"	"K"	"UK"	"R"
"K2b1a1"	"K2"	"K"	"UK"	"R"
"K2b1a1a"	"K2"	"K"	"UK"	"R"
"K2b1a1a*"	"K2"	"K"	"UK"	"R"
"K2b1a2"	"K2"	"K"	"UK"	"R"
"K2b1a3"	"K2"	"K"	"UK"	"R"
"K2b1a4"	"K2"	"K"	"UK"	"R"
"K2b1b"	"K2"	"K"	"UK"	"R"
"K2b2"	"K2"	"K"	"UK"	"R"
"K2c"	"K2"	"K"	"UK"	"R"
"K3"	"K3"	"K"	"UK"	"R"
"U8c"	"U8"	"U"	"UK"	"R"
"N"	"N"	"N"	"N"	"N"
"N1'5"	"N1"	"N"	"N1"	"N"
"N1"	"N1"	"N"	"N1"	"N"
"N1a"	"N1"	"N"	"N1"	"N"
"N1a1'2"	"N1"	"N"	"N1"	"N"
"N1a1"	"N1"	"N"	"N1"	"N"
"N1a1a"	"N1"	"N"	"N1"	"N"
"N1a1a*"	"N1"	"N"	"N1"	"N"
"N1a1a+152"	"N1"	"N"	"N1"	"N"
"N1a1a1"	"N1"	"N"	"N1"	"N"
"N1a1a1a"	"N1"	"N"	"N1"	"N"
"N1a1a1a1"	"N1"	"N"	"N1"	"N"
"N1a1a1a1a"	"N1"	"N"	"N1"	"N"
"N1a1a1a2"	"N1"	"N"	"N1"	"N"
"N1a1a1a2*1"	"N1"	"N"	"N1"	"N"
"N1a1a1a2*2"	"N1"	"N"	"N1"	"N"
"N1a1a1a3"	"N1"	"N"	"N1"	"N"
"N1a1a1a3*1"	"N1"	"N"	"N1"	"N"
"N1a1a1a3*2"	"N1"	"N"	"N1"	"N"
"N1a1a1b"	"N1"	"N"	"N1"	"N"
"N1a1a2"	"N1"	"N"	"N1"	"N"
"N1a1a3"	"N1"	"N"	"N1"	"N"
"N1a1b"	"N1"	"N"	"N1"	"N"
"N1a1b1"	"N1"	"N"	"N1"	"N"
"I"	"I"	"I"	"N1"	"N"
"I*"	"I"	"I"	"N1"	"N"
"I1"	"I1"	"I"	"N1"	"N"
"I1*"	"I1"	"I"	"N1"	"N"
"I1a"	"I1"	"I"	"N1"	"N"
"I1a*1"	"I1"	"I"	"N1"	"N"
"I1a*2"	"I1"	"I"	"N1"	"N"
"I1a1"	"I1"	"I"	"N1"	"N"
"I1a1a"	"I1"	"I"	"N1"	"N"
"I1a1a1"	"I1"	"I"	"N1"	"N"
"I1a1a2"	"I1"	"I"	"N1"	"N"
"I1a1a3"	"I1"	"I"	"N1"	"N"
"I1a1a3a"	"I1"	"I"	"N1"	"N"
"I1a1b"	"I1"	"I"	"N1"	"N"
"I1a1c"	"I1"	"I"	"N1"	"N"
"I1a1d"	"I1"	"I"	"N1"	"N"
"I1a1e"	"I1"	"I"	"N1"	"N"
"I1b"	"I1"	"I"	"N1"	"N"
"I1b*1"	"I1"	"I"	"N1"	"N"
"I1b*2"	"I1"	"I"	"N1"	"N"
"I1b*3"	"I1"	"I"	"N1"	"N"
"I1c"	"I1"	"I"	"N1"	"N"
"I1c1"	"I1"	"I"	"N1"	"N"
"I1c1a"	"I1"	"I"	"N1"	"N"
"I1d"	"I1"	"I"	"N1"	"N"
"I1e"	"I1"	"I"	"N1"	"N"
"I1f"	"I1"	"I"	"N1"	"N"
"I2'3"	"I2"	"I"	"N1"	"N"
"I2"	"I2"	"I"	"N1"	"N"
"I2a"	"I2"	"I"	"N1"	"N"
"I2a1"	"I2"	"I"	"N1"	"N"
"I2a1a"	"I2"	"I"	"N1"	"N"
"I2a2"	"I2"	"I"	"N1"	"N"
"I2a3"	"I2"	"I"	"N1"	"N"
"I2b"	"I2"	"I"	"N1"	"N"
"I2c"	"I2"	"I"	"N1"	"N"
"I2d"	"I2"	"I"	"N1"	"N"
"I2d*"	"I2"	"I"	"N1"	"N"
"I2e"	"I2"	"I"	"N1"	"N"
"I2f"	"I2"	"I"	"N1"	"N"
"I3"	"I3"	"I"	"N1"	"N"
"I3a"	"I3"	"I"	"N1"	"N"
"I3a1"	"I3"	"I"	"N1"	"N"
"I3b"	"I3"	"I"	"N1"	"N"
"I3c"	"I3"	"I"	"N1"	"N"
"I3d"	"I3"	"I"	"N1"	"N"
"I3d1"	"I3"	"I"	"N1"	"N"
"I4"	"I4"	"I"	"N1"	"N"
"I4a"	"I4"	"I"	"N1"	"N"
"I4a1"	"I4"	"I"	"N1"	"N"
"I4a2"	"I4"	"I"	"N1"	"N"
"I4b"	"I4"	"I"	"N1"	"N"
"I5"	"I5"	"I"	"N1"	"N"
"I5a"	"I5"	"I"	"N1"	"N"
"I5a1"	"I5"	"I"	"N1"	"N"
"I5a1a"	"I5"	"I"	"N1"	"N"
"I5a1b"	"I5"	"I"	"N1"	"N"
"I5a1c"	"I5"	"I"	"N1"	"N"
"I5a1c*"	"I5"	"I"	"N1"	"N"
"I5a2"	"I5"	"I"	"N1"	"N"
"I5a2*"	"I5"	"I"	"N1"	"N"
"I5a2+16086"	"I5"	"I"	"N1"	"N"
"I5a2a"	"I5"	"I"	"N1"	"N"
"I5a3"	"I5"	"I"	"N1"	"N"
"I5a4"	"I5"	"I"	"N1"	"N"
"I5b"	"I5"	"I"	"N1"	"N"
"I5b1"	"I5"	"I"	"N1"	"N"
"I5c"	"I5"	"I"	"N1"	"N"
"I5c*"	"I5"	"I"	"N1"	"N"
"I5c1"	"I5"	"I"	"N1"	"N"
"I6"	"I6"	"I"	"N1"	"N"
"I6a"	"I6"	"I"	"N1"	"N"
"I6b"	"I6"	"I"	"N1"	"N"
"I7"	"I7"	"I"	"N1"	"N"
"N1a2"	"N1"	"N"	"N1"	"N"
"N1a3"	"N1"	"N"	"N1"	"N"
"N1a3a"	"N1"	"N"	"N1"	"N"
"N1a3a1"	"N1"	"N"	"N1"	"N"
"N1a3a1a"	"N1"	"N"	"N1"	"N"
"N1a3a2"	"N1"	"N"	"N1"	"N"
"N1a3a3"	"N1"	"N"	"N1"	"N"
"N1b"	"N1"	"N"	"N1"	"N"
"N1b1"	"N1"	"N"	"N1"	"N"
"N1b1a"	"N1"	"N"	"N1"	"N"
"N1b1a1"	"N1"	"N"	"N1"	"N"
"N1b1a2"	"N1"	"N"	"N1"	"N"
"N1b1a2a"	"N1"	"N"	"N1"	"N"
"N1b1a2b"	"N1"	"N"	"N1"	"N"
"N1b1a3"	"N1"	"N"	"N1"	"N"
"N1b1a+16129"	"N1"	"N"	"N1"	"N"
"N1b1a4"	"N1"	"N"	"N1"	"N"
"N1b1a4a"	"N1"	"N"	"N1"	"N"
"N1b1a5"	"N1"	"N"	"N1"	"N"
"N1b1a6"	"N1"	"N"	"N1"	"N"
"N1b1a+195"	"N1"	"N"	"N1"	"N"
"N1b1a7"	"N1"	"N"	"N1"	"N"
"N1b1a8"	"N1"	"N"	"N1"	"N"
"N1b1a8a"	"N1"	"N"	"N1"	"N"
"N1b1a8b"	"N1"	"N"	"N1"	"N"
"N1b1b"	"N1"	"N"	"N1"	"N"
"N1b1b1"	"N1"	"N"	"N1"	"N"
"N1b2"	"N1"	"N"	"N1"	"N"
"N5"	"N5"	"N"	"N"	"N"
"N5a"	"N5"	"N"	"N"	"N"
"N2"	"N2"	"N"	"N2"	"N"
"N2a"	"N2"	"N"	"N2"	"N"
"N2a*"	"N2"	"N"	"N2"	"N"
"N2a1"	"N2"	"N"	"N2"	"N"
"N2a2"	"N2"	"N"	"N2"	"N"
"W"	"W"	"W"	"N2"	"N"
"W1"	"W1"	"W"	"N2"	"N"
"W1a"	"W1"	"W"	"N2"	"N"
"W1b"	"W1"	"W"	"N2"	"N"
"W1b1"	"W1"	"W"	"N2"	"N"
"W1+119"	"W1"	"W"	"N2"	"N"
"W1c"	"W1"	"W"	"N2"	"N"
"W1c*"	"W1"	"W"	"N2"	"N"
"W1c1"	"W1"	"W"	"N2"	"N"
"W1i"	"W1"	"W"	"N2"	"N"
"W1d"	"W1"	"W"	"N2"	"N"
"W1e"	"W1"	"W"	"N2"	"N"
"W1e1"	"W1"	"W"	"N2"	"N"
"W1e1a"	"W1"	"W"	"N2"	"N"
"W1f"	"W1"	"W"	"N2"	"N"
"W1f*"	"W1"	"W"	"N2"	"N"
"W1g"	"W1"	"W"	"N2"	"N"
"W1h"	"W1"	"W"	"N2"	"N"
"W1h1"	"W1"	"W"	"N2"	"N"
"W+194"	"W"	"W"	"N2"	"N"
"W3"	"W3"	"W"	"N2"	"N"
"W3a"	"W3"	"W"	"N2"	"N"
"W3a1"	"W3"	"W"	"N2"	"N"
"W3a1a"	"W3"	"W"	"N2"	"N"
"W3a1a1"	"W3"	"W"	"N2"	"N"
"W3a1a2"	"W3"	"W"	"N2"	"N"
"W3a1a3"	"W3"	"W"	"N2"	"N"
"W3a1b"	"W3"	"W"	"N2"	"N"
"W3a1+199"	"W3"	"W"	"N2"	"N"
"W3a1c"	"W3"	"W"	"N2"	"N"
"W3a1d"	"W3"	"W"	"N2"	"N"
"W3a2"	"W3"	"W"	"N2"	"N"
"W3b"	"W3"	"W"	"N2"	"N"
"W3b*"	"W3"	"W"	"N2"	"N"
"W3b1"	"W3"	"W"	"N2"	"N"
"W4"	"W4"	"W"	"N2"	"N"
"W4*"	"W4"	"W"	"N2"	"N"
"W4a"	"W4"	"W"	"N2"	"N"
"W4a1"	"W4"	"W"	"N2"	"N"
"W4b"	"W4"	"W"	"N2"	"N"
"W4c"	"W4"	"W"	"N2"	"N"
"W4d"	"W4"	"W"	"N2"	"N"
"W5"	"W5"	"W"	"N2"	"N"
"W5a"	"W5"	"W"	"N2"	"N"
"W5a1"	"W5"	"W"	"N2"	"N"
"W5a1a"	"W5"	"W"	"N2"	"N"
"W5a1a*"	"W5"	"W"	"N2"	"N"
"W5a1a1"	"W5"	"W"	"N2"	"N"
"W5a1a1a"	"W5"	"W"	"N2"	"N"
"W5a2"	"W5"	"W"	"N2"	"N"
"W5a2b"	"W5"	"W"	"N2"	"N"
"W5b"	"W5"	"W"	"N2"	"N"
"W5b1"	"W5"	"W"	"N2"	"N"
"W5b1a"	"W5"	"W"	"N2"	"N"
"W6"	"W6"	"W"	"N2"	"N"
"W6a"	"W6"	"W"	"N2"	"N"
"W6b"	"W6"	"W"	"N2"	"N"
"W6b*"	"W6"	"W"	"N2"	"N"
"W6b1"	"W6"	"W"	"N2"	"N"
"W6c"	"W6"	"W"	"N2"	"N"
"W6c1"	"W6"	"W"	"N2"	"N"
"W6c1a"	"W6"	"W"	"N2"	"N"
"W6d"	"W6"	"W"	"N2"	"N"
"W7"	"W7"	"W"	"N2"	"N"
"W7*"	"W7"	"W"	"N2"	"N"
"W8"	"W8"	"W"	"N2"	"N"
"W9"	"W9"	"W"	"N2"	"N"
"N3"	"N3"	"N"	"N"	"N"
"N3a"	"N3"	"N"	"N"	"N"
"N3a1"	"N3"	"N"	"N"	"N"
"N3b"	"N3"	"N"	"N"	"N"
"N7"	"N7"	"N"	"N"	"N"
"N7a"	"N7"	"N"	"N"	"N"
"N7a1"	"N7"	"N"	"N"	"N"
"N7a2"	"N7"	"N"	"N"	"N"
"N7b"	"N7"	"N"	"N"	"N"
"N8"	"N8"	"N"	"N"	"N"
"N8*"	"N8"	"N"	"N"	"N"
"N9"	"N9"	"N"	"N9"	"N"
"N9a"	"N9"	"N"	"N9"	"N"
"N9a*"	"N9"	"N"	"N9"	"N"
"N9a1'3"	"N9"	"N"	"N9"	"N"
"N9a1"	"N9"	"N"	"N9"	"N"
"N9a1a"	"N9"	"N"	"N9"	"N"
"N9a3"	"N9"	"N"	"N9"	"N"
"N9a3*"	"N9"	"N"	"N9"	"N"
"N9a2'4'5'11"	"N9"	"N"	"N9"	"N"
"N9a2"	"N9"	"N"	"N9"	"N"
"N9a2*"	"N9"	"N"	"N9"	"N"
"N9a2a"	"N9"	"N"	"N9"	"N"
"N9a2a1"	"N9"	"N"	"N9"	"N"
"N9a2a2"	"N9"	"N"	"N9"	"N"
"N9a2a3"	"N9"	"N"	"N9"	"N"
"N9a2c"	"N9"	"N"	"N9"	"N"
"N9a2d"	"N9"	"N"	"N9"	"N"
"N9a4"	"N9"	"N"	"N9"	"N"
"N9a4a"	"N9"	"N"	"N9"	"N"
"N9a4b"	"N9"	"N"	"N9"	"N"
"N9a4b*"	"N9"	"N"	"N9"	"N"
"N9a4b1"	"N9"	"N"	"N9"	"N"
"N9a5"	"N9"	"N"	"N9"	"N"
"N9a5*"	"N9"	"N"	"N9"	"N"
"N9a11"	"N9"	"N"	"N9"	"N"
"N9a6"	"N9"	"N"	"N9"	"N"
"N9a6*"	"N9"	"N"	"N9"	"N"
"N9a6a"	"N9"	"N"	"N9"	"N"
"N9a6a*1"	"N9"	"N"	"N9"	"N"
"N9a6a*3"	"N9"	"N"	"N9"	"N"
"N9a6b"	"N9"	"N"	"N9"	"N"
"N9a7"	"N9"	"N"	"N9"	"N"
"N9a8"	"N9"	"N"	"N9"	"N"
"N9a8*"	"N9"	"N"	"N9"	"N"
"N9a9"	"N9"	"N"	"N9"	"N"
"N9a10"	"N9"	"N"	"N9"	"N"
"N9a10a"	"N9"	"N"	"N9"	"N"
"N9a10a1"	"N9"	"N"	"N9"	"N"
"N9a10a2"	"N9"	"N"	"N9"	"N"
"N9a10a2a"	"N9"	"N"	"N9"	"N"
"N9a10+16311"	"N9"	"N"	"N9"	"N"
"N9a10b"	"N9"	"N"	"N9"	"N"
"N9b"	"N9"	"N"	"N9"	"N"
"N9b1"	"N9"	"N"	"N9"	"N"
"N9b1a"	"N9"	"N"	"N9"	"N"
"N9b1a*"	"N9"	"N"	"N9"	"N"
"N9b1b"	"N9"	"N"	"N9"	"N"
"N9b1c"	"N9"	"N"	"N9"	"N"
"N9b1c1"	"N9"	"N"	"N9"	"N"
"N9b2"	"N9"	"N"	"N9"	"N"
"N9b2a"	"N9"	"N"	"N9"	"N"
"N9b3"	"N9"	"N"	"N9"	"N"
"N9b4"	"N9"	"N"	"N9"	"N"
"Y"	"Y"	"Y"	"N9"	"N"
"Y1"	"Y1"	"Y"	"N9"	"N"
"Y1a"	"Y1"	"Y"	"N9"	"N"
"Y1a1"	"Y1"	"Y"	"N9"	"N"
"Y1a+16189"	"Y1"	"Y"	"N9"	"N"
"Y1a+16189*1"	"Y1"	"Y"	"N9"	"N"
"Y1a+16189*2"	"Y1"	"Y"	"N9"	"N"
"Y1a+16189*3"	"Y1"	"Y"	"N9"	"N"
"Y1a2"	"Y1"	"Y"	"N9"	"N"
"Y1b"	"Y1"	"Y"	"N9"	"N"
"Y1b1"	"Y1"	"Y"	"N9"	"N"
"Y1b1a"	"Y1"	"Y"	"N9"	"N"
"Y2"	"Y2"	"Y"	"N9"	"N"
"Y2a"	"Y2"	"Y"	"N9"	"N"
"Y2a1"	"Y2"	"Y"	"N9"	"N"
"Y2a1a"	"Y2"	"Y"	"N9"	"N"
"Y2b"	"Y2"	"Y"	"N9"	"N"
"N10"	"N10"	"N"	"N"	"N"
"N10a"	"N10"	"N"	"N"	"N"
"N10a*"	"N10"	"N"	"N"	"N"
"N10b"	"N10"	"N"	"N"	"N"
"N11"	"N11"	"N"	"N"	"N"
"N11a"	"N11"	"N"	"N"	"N"
"N11a1"	"N11"	"N"	"N"	"N"
"N11a2"	"N11"	"N"	"N"	"N"
"N11b"	"N11"	"N"	"N"	"N"
"N11b*"	"N11"	"N"	"N"	"N"
"N13"	"N13"	"N"	"N"	"N"
"N14"	"N14"	"N"	"N"	"N"
"N21"	"N21"	"N"	"N"	"N"
"N21+195"	"N21"	"N"	"N"	"N"
"N21a"	"N21"	"N"	"N"	"N"
"N22"	"N22"	"N"	"N"	"N"
"N22a"	"N22"	"N"	"N"	"N"
"A"	"A"	"A"	"A"	"N"
"A+152"	"A"	"A"	"A"	"N"
"A+152+16362"	"A"	"A"	"A"	"N"
"A1"	"A1"	"A"	"A"	"N"
"A1a"	"A1"	"A"	"A"	"N"
"A1a1"	"A1"	"A"	"A"	"N"
"A2"	"A2"	"A"	"A"	"N"
"A2*1"	"A2"	"A"	"A"	"N"
"A2*2"	"A2"	"A"	"A"	"N"
"A2*3"	"A2"	"A"	"A"	"N"
"A2*4"	"A2"	"A"	"A"	"N"
"A2a"	"A2"	"A"	"A"	"N"
"A2a1"	"A2"	"A"	"A"	"N"
"A2a2"	"A2"	"A"	"A"	"N"
"A2a3"	"A2"	"A"	"A"	"N"
"A2a4"	"A2"	"A"	"A"	"N"
"A2a5"	"A2"	"A"	"A"	"N"
"A2b"	"A2"	"A"	"A"	"N"
"A2b1"	"A2"	"A"	"A"	"N"
"A2+(64)"	"A2"	"A"	"A"	"N"
"A2+(64)*1"	"A2"	"A"	"A"	"N"
"A2+(64)*2"	"A2"	"A"	"A"	"N"
"A2+(64)*3"	"A2"	"A"	"A"	"N"
"A2c"	"A2"	"A"	"A"	"N"
"A2d"	"A2"	"A"	"A"	"N"
"A2d*"	"A2"	"A"	"A"	"N"
"A2d1"	"A2"	"A"	"A"	"N"
"A2d1*"	"A2"	"A"	"A"	"N"
"A2d1a"	"A2"	"A"	"A"	"N"
"A2d2"	"A2"	"A"	"A"	"N"
"A2d2*"	"A2"	"A"	"A"	"N"
"A2+(64)+@153"	"A2"	"A"	"A"	"N"
"A2+(64)+@153*1"	"A2"	"A"	"A"	"N"
"A2+(64)+@153*2"	"A2"	"A"	"A"	"N"
"A2e"	"A2"	"A"	"A"	"N"
"A2ao"	"A2"	"A"	"A"	"N"
"A2ao1"	"A2"	"A"	"A"	"N"
"A2f"	"A2"	"A"	"A"	"N"
"A2f1"	"A2"	"A"	"A"	"N"
"A2f1a"	"A2"	"A"	"A"	"N"
"A2f2"	"A2"	"A"	"A"	"N"
"A2f3"	"A2"	"A"	"A"	"N"
"A2f3*"	"A2"	"A"	"A"	"N"
"A2g"	"A2"	"A"	"A"	"N"
"A2g*"	"A2"	"A"	"A"	"N"
"A2g1"	"A2"	"A"	"A"	"N"
"A2h"	"A2"	"A"	"A"	"N"
"A2h*"	"A2"	"A"	"A"	"N"
"A2h1"	"A2"	"A"	"A"	"N"
"A2h1*"	"A2"	"A"	"A"	"N"
"A2i"	"A2"	"A"	"A"	"N"
"A2j"	"A2"	"A"	"A"	"N"
"A2j*"	"A2"	"A"	"A"	"N"
"A2j1"	"A2"	"A"	"A"	"N"
"A2k"	"A2"	"A"	"A"	"N"
"A2k*"	"A2"	"A"	"A"	"N"
"A2k1"	"A2"	"A"	"A"	"N"
"A2k1a"	"A2"	"A"	"A"	"N"
"A2+(64)+@16111"	"A2"	"A"	"A"	"N"
"A2+(64)+@16111*1"	"A2"	"A"	"A"	"N"
"A2+(64)+@16111*2"	"A2"	"A"	"A"	"N"
"A2l"	"A2"	"A"	"A"	"N"
"A2m"	"A2"	"A"	"A"	"N"
"A2m*1"	"A2"	"A"	"A"	"N"
"A2m*2"	"A2"	"A"	"A"	"N"
"A2m*3"	"A2"	"A"	"A"	"N"
"A2n"	"A2"	"A"	"A"	"N"
"A2n*1"	"A2"	"A"	"A"	"N"
"A2n*2"	"A2"	"A"	"A"	"N"
"A2o"	"A2"	"A"	"A"	"N"
"A2o*"	"A2"	"A"	"A"	"N"
"A2ai"	"A2"	"A"	"A"	"N"
"A2aj"	"A2"	"A"	"A"	"N"
"A2+(64)+16129"	"A2"	"A"	"A"	"N"
"A2+(64)+16129*"	"A2"	"A"	"A"	"N"
"A2p"	"A2"	"A"	"A"	"N"
"A2p1"	"A2"	"A"	"A"	"N"
"A2p2"	"A2"	"A"	"A"	"N"
"A2am"	"A2"	"A"	"A"	"N"
"A2q"	"A2"	"A"	"A"	"N"
"A2q*"	"A2"	"A"	"A"	"N"
"A2q1"	"A2"	"A"	"A"	"N"
"A2q1*"	"A2"	"A"	"A"	"N"
"A2t"	"A2"	"A"	"A"	"N"
"A2t*"	"A2"	"A"	"A"	"N"
"A2u"	"A2"	"A"	"A"	"N"
"A2u1"	"A2"	"A"	"A"	"N"
"A2u1*"	"A2"	"A"	"A"	"N"
"A2u2"	"A2"	"A"	"A"	"N"
"A2v"	"A2"	"A"	"A"	"N"
"A2v1"	"A2"	"A"	"A"	"N"
"A2v1+152"	"A2"	"A"	"A"	"N"
"A2v1+152*"	"A2"	"A"	"A"	"N"
"A2v1a"	"A2"	"A"	"A"	"N"
"A2v1b"	"A2"	"A"	"A"	"N"
"A2v1b*"	"A2"	"A"	"A"	"N"
"A2w"	"A2"	"A"	"A"	"N"
"A2w*"	"A2"	"A"	"A"	"N"
"A2w1"	"A2"	"A"	"A"	"N"
"A2w1*1"	"A2"	"A"	"A"	"N"
"A2w1*1a"	"A2"	"A"	"A"	"N"
"A2w1*2"	"A2"	"A"	"A"	"N"
"A2x"	"A2"	"A"	"A"	"N"
"A2x*"	"A2"	"A"	"A"	"N"
"A2y"	"A2"	"A"	"A"	"N"
"A2aa"	"A2"	"A"	"A"	"N"
"A2ab"	"A2"	"A"	"A"	"N"
"A2ac"	"A2"	"A"	"A"	"N"
"A2ac*"	"A2"	"A"	"A"	"N"
"A2ac1"	"A2"	"A"	"A"	"N"
