"Haplogroup"	"Clade"	"Macro-Clade"	"Phylotree-Subtree"	"Macro-Haplogroup"
"V4"	"V4"	"V"	"R0"	"R"
"V5"	"V5"	"V"	"R0"	"R"
"V6"	"V6"	"V"	"R0"	"R"
"V7"	"V7"	"V"	"R0"	"R"
"V7a"	"V7"	"V"	"R0"	"R"
"V7a*1"	"V7"	"V"	"R0"	"R"
"V7a1"	"V7"	"V"	"R0"	"R"
"V7b"	"V7"	"V"	"R0"	"R"
"V8"	"V8"	"V"	"R0"	"R"
"V9"	"V9"	"V"	"R0"	"R"
"V9a"	"V9"	"V"	"R0"	"R"
"V9a1"	"V9"	"V"	"R0"	"R"
"V9a2"	"V9"	"V"	"R0"	"R"
"V10"	"V10"	"V"	"R0"	"R"
"V10a"	"V10"	"V"	"R0"	"R"
"V10b"	"V10"	"V"	"R0"	"R"
"V10b1"	"V10"	"V"	"R0"	"R"
"V10b2"	"V10"	"V"	"R0"	"R"
"V11"	"V11"	"V"	"R0"	"R"
"V12"	"V12"	"V"	"R0"	"R"
"V13"	"V13"	"V"	"R0"	"R"
"V14"	"V14"	"V"	"R0"	"R"
"V15"	"V15"	"V"	"R0"	"R"
"V15a"	"V15"	"V"	"R0"	"R"
"V16"	"V16"	"V"	"R0"	"R"
"V16*"	"V16"	"V"	"R0"	"R"
"V17"	"V17"	"V"	"R0"	"R"
"V18"	"V18"	"V"	"R0"	"R"
"V18a"	"V18"	"V"	"R0"	"R"
"V18a*"	"V18"	"V"	"R0"	"R"
"V+150"	"V"	"V"	"R0"	"R"
"V19"	"V19"	"V"	"R0"	"R"
"V22"	"V22"	"V"	"R0"	"R"
"V+@16298"	"V"	"V"	"R0"	"R"
"V20"	"V20"	"V"	"R0"	"R"
"V+@72"	"V"	"V"	"R0"	"R"
"V21"	"V21"	"V"	"R0"	"R"
"V23"	"V23"	"V"	"R0"	"R"
"V24"	"V24"	"V"	"R0"	"R"
"V25"	"V25"	"V"	"R0"	"R"
"V26"	"V26"	"V"	"R0"	"R"
"V27"	"V27"	"V"	"R0"	"R"
"V28"	"V28"	"V"	"R0"	"R"
"HV0+195"	"HV0"	"HV"	"R0"	"R"
"HV0+195*1"	"HV0"	"HV"	"R0"	"R"
"HV0+195*2"	"HV0"	"HV"	"R0"	"R"
"HV0b"	"HV0"	"HV"	"R0"	"R"
"HV0c"	"HV0"	"HV"	"R0"	"R"
"HV0d"	"HV0"	"HV"	"R0"	"R"
"HV0e"	"HV0"	"HV"	"R0"	"R"
"HV0f"	"HV0"	"HV"	"R0"	"R"
"HV0g"	"HV0"	"HV"	"R0"	"R"
"HV1"	"HV1"	"HV"	"R0"	"R"
"HV1a'b'c"	"HV1"	"HV"	"R0"	"R"
"HV1a"	"HV1"	"HV"	"R0"	"R"
"HV1a1"	"HV1"	"HV"	"R0"	"R"
"HV1a1a"	"HV1"	"HV"	"R0"	"R"
"HV1a1a*1"	"HV1"	"HV"	"R0"	"R"
"HV1a1a*2"	"HV1"	"HV"	"R0"	"R"
"HV1a1b"	"HV1"	"HV"	"R0"	"R"
"HV1a2"	"HV1"	"HV"	"R0"	"R"
"HV1a2a"	"HV1"	"HV"	"R0"	"R"
"HV1a2b"	"HV1"	"HV"	"R0"	"R"
"HV1a3"	"HV1"	"HV"	"R0"	"R"
"HV1a3a"	"HV1"	"HV"	"R0"	"R"
"HV1b"	"HV1"	"HV"	"R0"	"R"
"HV1b1"	"HV1"	"HV"	"R0"	"R"
"HV1b1a"	"HV1"	"HV"	"R0"	"R"
"HV1b1a*"	"HV1"	"HV"	"R0"	"R"
"HV1b1b"	"HV1"	"HV"	"R0"	"R"
"HV1b+152"	"HV1"	"HV"	"R0"	"R"
"HV1b2"	"HV1"	"HV"	"R0"	"R"
"HV1b3"	"HV1"	"HV"	"R0"	"R"
"HV1b3a"	"HV1"	"HV"	"R0"	"R"
"HV1b3b"	"HV1"	"HV"	"R0"	"R"
"HV1c"	"HV1"	"HV"	"R0"	"R"
"HV1d"	"HV1"	"HV"	"R0"	"R"
"HV+73"	"HV"	"HV"	"R0"	"R"
"HV2"	"HV2"	"HV"	"R0"	"R"
"HV2a"	"HV2"	"HV"	"R0"	"R"
"HV2a1"	"HV2"	"HV"	"R0"	"R"
"HV2a1*1"	"HV2"	"HV"	"R0"	"R"
"HV2a1*2"	"HV2"	"HV"	"R0"	"R"
"HV2a2"	"HV2"	"HV"	"R0"	"R"
"HV2a3"	"HV2"	"HV"	"R0"	"R"
"HV20"	"HV20"	"HV"	"R0"	"R"
"HV4"	"HV4"	"HV"	"R0"	"R"
"HV4a"	"HV4"	"HV"	"R0"	"R"
"HV4a1"	"HV4"	"HV"	"R0"	"R"
"HV4a1*1"	"HV4"	"HV"	"R0"	"R"
"HV4a1*2"	"HV4"	"HV"	"R0"	"R"
"HV4a1+16291"	"HV4"	"HV"	"R0"	"R"
"HV4a1a"	"HV4"	"HV"	"R0"	"R"
"HV4a1a*"	"HV4"	"HV"	"R0"	"R"
"HV4a1a1"	"HV4"	"HV"	"R0"	"R"
"HV4a1a2"	"HV4"	"HV"	"R0"	"R"
"HV4a1a3"	"HV4"	"HV"	"R0"	"R"
"HV4a1a4"	"HV4"	"HV"	"R0"	"R"
"HV4a1a4*"	"HV4"	"HV"	"R0"	"R"
"HV4a2"	"HV4"	"HV"	"R0"	"R"
"HV4a2a"	"HV4"	"HV"	"R0"	"R"
"HV4a2b"	"HV4"	"HV"	"R0"	"R"
"HV4a2b*"	"HV4"	"HV"	"R0"	"R"
"HV4b"	"HV4"	"HV"	"R0"	"R"
"HV4c"	"HV4"	"HV"	"R0"	"R"
"HV5"	"HV5"	"HV"	"R0"	"R"
"HV5a"	"HV5"	"HV"	"R0"	"R"
"HV5b"	"HV5"	"HV"	"R0"	"R"
"HV+16311"	"HV"	"HV"	"R0"	"R"
"HV+16311*"	"HV"	"HV"	"R0"	"R"
"HV6"	"HV6"	"HV"	"R0"	"R"
"HV6a"	"HV6"	"HV"	"R0"	"R"
"HV7"	"HV7"	"HV"	"R0"	"R"
"HV8"	"HV8"	"HV"	"R0"	"R"
"HV9"	"HV9"	"HV"	"R0"	"R"
"HV9+152"	"HV9"	"HV"	"R0"	"R"
"HV9a"	"HV9"	"HV"	"R0"	"R"
"HV9a1"	"HV9"	"HV"	"R0"	"R"
"HV9a1a"	"HV9"	"HV"	"R0"	"R"
"HV9a1a*"	"HV9"	"HV"	"R0"	"R"
"HV9b"	"HV9"	"HV"	"R0"	"R"
"HV9c"	"HV9"	"HV"	"R0"	"R"
"HV10"	"HV10"	"HV"	"R0"	"R"
"HV11"	"HV11"	"HV"	"R0"	"R"
"HV11a"	"HV11"	"HV"	"R0"	"R"
"HV14"	"HV14"	"HV"	"R0"	"R"
"HV14a"	"HV14"	"HV"	"R0"	"R"
"HV15"	"HV15"	"HV"	"R0"	"R"
"HV15*"	"HV15"	"HV"	"R0"	"R"
"HV15*1"	"HV15"	"HV"	"R0"	"R"
"HV15*2"	"HV15"	"HV"	"R0"	"R"
"HV16"	"HV16"	"HV"	"R0"	"R"
"HV16*"	"HV16"	"HV"	"R0"	"R"
"HV17"	"HV17"	"HV"	"R0"	"R"
"HV17a"	"HV17"	"HV"	"R0"	"R"
"HV22"	"HV22"	"HV"	"R0"	"R"
"HV23"	"HV23"	"HV"	"R0"	"R"
"HV24"	"HV24"	"HV"	"R0"	"R"
"HV12"	"HV12"	"HV"	"R0"	"R"
"HV12a"	"HV12"	"HV"	"R0"	"R"
"HV12a1"	"HV12"	"HV"	"R0"	"R"
"HV12b"	"HV12"	"HV"	"R0"	"R"
"HV12b1"	"HV12"	"HV"	"R0"	"R"
"HV12b1a"	"HV12"	"HV"	"R0"	"R"
"HV13"	"HV13"	"HV"	"R0"	"R"
"HV13a"	"HV13"	"HV"	"R0"	"R"
"HV13b"	"HV13"	"HV"	"R0"	"R"
"HV18"	"HV18"	"HV"	"R0"	"R"
"HV19"	"HV19"	"HV"	"R0"	"R"
"HV21"	"HV21"	"HV"	"R0"	"R"
"R0"	"R0"	"R"	"R0"	"R"
"HV*"	"HV"	"HV"	"R0"	"R"
"R0a'b"	"R0"	"R"	"R0"	"R"
"R0a"	"R0"	"R"	"R0"	"R"
"R0a1"	"R0"	"R"	"R0"	"R"
"R0a1a"	"R0"	"R"	"R0"	"R"
"R0a1a*"	"R0"	"R"	"R0"	"R"
"R0a1a1"	"R0"	"R"	"R0"	"R"
"R0a1a1a"	"R0"	"R"	"R0"	"R"
"R0a1a2"	"R0"	"R"	"R0"	"R"
"R0a1a3"	"R0"	"R"	"R0"	"R"
"R0a1a3*"	"R0"	"R"	"R0"	"R"
"R0a1a4"	"R0"	"R"	"R0"	"R"
"R0a1+152"	"R0"	"R"	"R0"	"R"
"R0a1b"	"R0"	"R"	"R0"	"R"
"R0a+60.1T"	"R0"	"R"	"R0"	"R"
"R0a2'3"	"R0"	"R"	"R0"	"R"
"R0a2"	"R0"	"R"	"R0"	"R"
"R0a2*"	"R0"	"R"	"R0"	"R"
"R0a2a"	"R0"	"R"	"R0"	"R"
"R0a2a1"	"R0"	"R"	"R0"	"R"
"R0a2b"	"R0"	"R"	"R0"	"R"
"R0a2c"	"R0"	"R"	"R0"	"R"
"R0a2d"	"R0"	"R"	"R0"	"R"
"R0a2e"	"R0"	"R"	"R0"	"R"
"R0a2f"	"R0"	"R"	"R0"	"R"
"R0a2f1"	"R0"	"R"	"R0"	"R"
"R0a2f1a"	"R0"	"R"	"R0"	"R"
"R0a2f1b"	"R0"	"R"	"R0"	"R"
"R0a2g"	"R0"	"R"	"R0"	"R"
"R0a2h"	"R0"	"R"	"R0"	"R"
"R0a2i"	"R0"	"R"	"R0"	"R"
"R0a2+195"	"R0"	"R"	"R0"	"R"
"R0a2j"	"R0"	"R"	"R0"	"R"
"R0a2k"	"R0"	"R"	"R0"	"R"
"R0a2k1"	"R0"	"R"	"R0"	"R"
"R0a2l"	"R0"	"R"	"R0"	"R"
"R0a2m"	"R0"	"R"	"R0"	"R"
"R0a2n"	"R0"	"R"	"R0"	"R"
"R0a3"	"R0"	"R"	"R0"	"R"
"R0a3a"	"R0"	"R"	"R0"	"R"
"R0a4"	"R0"	"R"	"R0"	"R"
"R0b"	"R0"	"R"	"R0"	"R"
"R"	"R"	"R"	"R"	"R"
"R1"	"R1"	"R"	"R"	"R"
"R1a"	"R1"	"R"	"R"	"R"
"R1a*"	"R1"	"R"	"R"	"R"
"R1a1"	"R1"	"R"	"R"	"R"
"R1a1a"	"R1"	"R"	"R"	"R"
"R1a1a1"	"R1"	"R"	"R"	"R"
"R1a1a1a"	"R1"	"R"	"R"	"R"
"R1a1a2"	"R1"	"R"	"R"	"R"
"R1a1b"	"R1"	"R"	"R"	"R"
"R1a1c"	"R1"	"R"	"R"	"R"
"R1b"	"R1"	"R"	"R"	"R"
"R1b*"	"R1"	"R"	"R"	"R"
"R1b1"	"R1"	"R"	"R"	"R"
"R2'JT"	"R2"	"R"	"R"	"R"
"R2"	"R2"	"R"	"R"	"R"
"R2+13500"	"R2"	"R"	"R"	"R"
"R2+13500+195"	"R2"	"R"	"R"	"R"
"R2a"	"R2"	"R"	"R"	"R"
"R2b"	"R2"	"R"	"R"	"R"
"R2b*"	"R2"	"R"	"R"	"R"
"R2b1"	"R2"	"R"	"R"	"R"
"R2c"	"R2"	"R"	"R"	"R"
"R2d"	"R2"	"R"	"R"	"R"
"JT"	"JT"	"JT"	"JT"	"R"
"J"	"J"	"J"	"JT"	"R"
"J1"	"J1"	"J"	"JT"	"R"
"J1b"	"J1"	"J"	"JT"	"R"
"J1b*"	"J1"	"J"	"JT"	"R"
"J1b1"	"J1"	"J"	"JT"	"R"
"J1b1a"	"J1"	"J"	"JT"	"R"
"J1b1a1"	"J1"	"J"	"JT"	"R"
"J1b1a1a"	"J1"	"J"	"JT"	"R"
"J1b1a1b"	"J1"	"J"	"JT"	"R"
"J1b1a1b*"	"J1"	"J"	"JT"	"R"
"J1b1a1c"	"J1"	"J"	"JT"	"R"
"J1b1a1c*"	"J1"	"J"	"JT"	"R"
"J1b1a1d"	"J1"	"J"	"JT"	"R"
"J1b1a1+146"	"J1"	"J"	"JT"	"R"
"J1b1a1e"	"J1"	"J"	"JT"	"R"
"J1b1a2"	"J1"	"J"	"JT"	"R"
"J1b1a2a"	"J1"	"J"	"JT"	"R"
"J1b1a2b"	"J1"	"J"	"JT"	"R"
"J1b1a3"	"J1"	"J"	"JT"	"R"
"J1b1b"	"J1"	"J"	"JT"	"R"
"J1b1b1"	"J1"	"J"	"JT"	"R"
"J1b1b1a"	"J1"	"J"	"JT"	"R"
"J1b1b1b"	"J1"	"J"	"JT"	"R"
"J1b1b1c"	"J1"	"J"	"JT"	"R"
"J1b1b2"	"J1"	"J"	"JT"	"R"
"J1b1b3"	"J1"	"J"	"JT"	"R"
"J1b2"	"J1"	"J"	"JT"	"R"
"J1b2*"	"J1"	"J"	"JT"	"R"
"J1b2a"	"J1"	"J"	"JT"	"R"
"J1b3"	"J1"	"J"	"JT"	"R"
"J1b3a"	"J1"	"J"	"JT"	"R"
"J1b3b"	"J1"	"J"	"JT"	"R"
"J1b3b1"	"J1"	"J"	"JT"	"R"
"J1b4"	"J1"	"J"	"JT"	"R"
"J1b4a"	"J1"	"J"	"JT"	"R"
"J1b4a1"	"J1"	"J"	"JT"	"R"
"J1b4a2"	"J1"	"J"	"JT"	"R"
"J1b5"	"J1"	"J"	"JT"	"R"
"J1b5a"	"J1"	"J"	"JT"	"R"
"J1b5a1"	"J1"	"J"	"JT"	"R"
"J1b6"	"J1"	"J"	"JT"	"R"
"J1b6a"	"J1"	"J"	"JT"	"R"
"J1b6b"	"J1"	"J"	"JT"	"R"
"J1b7"	"J1"	"J"	"JT"	"R"
"J1b7a"	"J1"	"J"	"JT"	"R"
"J1b8"	"J1"	"J"	"JT"	"R"
"J1b9"	"J1"	"J"	"JT"	"R"
"J1c"	"J1"	"J"	"JT"	"R"
"J1c*"	"J1"	"J"	"JT"	"R"
"J1c1"	"J1"	"J"	"JT"	"R"
"J1c1*1"	"J1"	"J"	"JT"	"R"
"J1c1*2"	"J1"	"J"	"JT"	"R"
"J1c1a"	"J1"	"J"	"JT"	"R"
"J1c1b"	"J1"	"J"	"JT"	"R"
"J1c1b1"	"J1"	"J"	"JT"	"R"
"J1c1b1*"	"J1"	"J"	"JT"	"R"
"J1c1b1a"	"J1"	"J"	"JT"	"R"
"J1c1b1a*"	"J1"	"J"	"JT"	"R"
"J1c1b1a1"	"J1"	"J"	"JT"	"R"
"J1c1b2"	"J1"	"J"	"JT"	"R"
"J1c1b2a"	"J1"	"J"	"JT"	"R"
"J1c1c"	"J1"	"J"	"JT"	"R"
"J1c1d"	"J1"	"J"	"JT"	"R"
"J1c1e"	"J1"	"J"	"JT"	"R"
"J1c1f"	"J1"	"J"	"JT"	"R"
"J1c1g"	"J1"	"J"	"JT"	"R"
"J1c1g1"	"J1"	"J"	"JT"	"R"
"J1c1h"	"J1"	"J"	"JT"	"R"
"J1c2"	"J1"	"J"	"JT"	"R"
"J1c2a"	"J1"	"J"	"JT"	"R"
"J1c2a1"	"J1"	"J"	"JT"	"R"
"J1c2a1*"	"J1"	"J"	"JT"	"R"
"J1c2a1a"	"J1"	"J"	"JT"	"R"
"J1c2a2"	"J1"	"J"	"JT"	"R"
"J1c2a3"	"J1"	"J"	"JT"	"R"
"J1c2b"	"J1"	"J"	"JT"	"R"
"J1c2b1"	"J1"	"J"	"JT"	"R"
"J1c2b2"	"J1"	"J"	"JT"	"R"
"J1c2b3"	"J1"	"J"	"JT"	"R"
"J1c2b4"	"J1"	"J"	"JT"	"R"
"J1c2b5"	"J1"	"J"	"JT"	"R"
"J1c2c"	"J1"	"J"	"JT"	"R"
"J1c2c1"	"J1"	"J"	"JT"	"R"
"J1c2c1a"	"J1"	"J"	"JT"	"R"
"J1c2c2"	"J1"	"J"	"JT"	"R"
"J1c2c2a"	"J1"	"J"	"JT"	"R"
"J1c2c3"	"J1"	"J"	"JT"	"R"
"J1c2d"	"J1"	"J"	"JT"	"R"
"J1c2e"	"J1"	"J"	"JT"	"R"
"J1c2e1"	"J1"	"J"	"JT"	"R"
"J1c2e2"	"J1"	"J"	"JT"	"R"
"J1c2f"	"J1"	"J"	"JT"	"R"
"J1c2g"	"J1"	"J"	"JT"	"R"
"J1c2h"	"J1"	"J"	"JT"	"R"
"J1c2i"	"J1"	"J"	"JT"	"R"
"J1c2j"	"J1"	"J"	"JT"	"R"
"J1c2k"	"J1"	"J"	"JT"	"R"
"J1c2l"	"J1"	"J"	"JT"	"R"
"J1c2m"	"J1"	"J"	"JT"	"R"
"J1c2m1"	"J1"	"J"	"JT"	"R"
"J1c2n"	"J1"	"J"	"JT"	"R"
"J1c2n1"	"J1"	"J"	"JT"	"R"
"J1c2o"	"J1"	"J"	"JT"	"R"
"J1c2p"	"J1"	"J"	"JT"	"R"
"J1c2q"	"J1"	"J"	"JT"	"R"
"J1c2q1"	"J1"	"J"	"JT"	"R"
"J1c2r"	"J1"	"J"	"JT"	"R"
"J1c2s"	"J1"	"J"	"JT"	"R"
"J1c2s1"	"J1"	"J"	"JT"	"R"
"J1c2t"	"J1"	"J"	"JT"	"R"
"J1c3"	"J1"	"J"	"JT"	"R"
"J1c3*"	"J1"	"J"	"JT"	"R"
"J1c3a"	"J1"	"J"	"JT"	"R"
"J1c3a1"	"J1"	"J"	"JT"	"R"
"J1c3a2"	"J1"	"J"	"JT"	"R"
"J1c3b"	"J1"	"J"	"JT"	"R"
"J1c3b1"	"J1"	"J"	"JT"	"R"
"J1c3b1a"	"J1"	"J"	"JT"	"R"
"J1c3b2"	"J1"	"J"	"JT"	"R"
"J1c3c"	"J1"	"J"	"JT"	"R"
"J1c3c1"	"J1"	"J"	"JT"	"R"
"J1c3c2"	"J1"	"J"	"JT"	"R"
"J1c3d"	"J1"	"J"	"JT"	"R"
"J1c3e"	"J1"	"J"	"JT"	"R"
"J1c3e1"	"J1"	"J"	"JT"	"R"
"J1c3e2"	"J1"	"J"	"JT"	"R"
"J1c3e2*"	"J1"	"J"	"JT"	"R"
"J1c3f"	"J1"	"J"	"JT"	"R"
"J1c3f*"	"J1"	"J"	"JT"	"R"
"J1c3g"	"J1"	"J"	"JT"	"R"
"J1c3h"	"J1"	"J"	"JT"	"R"
"J1c3h*"	"J1"	"J"	"JT"	"R"
"J1c3i"	"J1"	"J"	"JT"	"R"
"J1c3j"	"J1"	"J"	"JT"	"R"
"J1c3k"	"J1"	"J"	"JT"	"R"
"J1c3+189"	"J1"	"J"	"JT"	"R"
"J1c3m"	"J1"	"J"	"JT"	"R"
"J1c4"	"J1"	"J"	"JT"	"R"
"J1c4b"	"J1"	"J"	"JT"	"R"
"J1c4c"	"J1"	"J"	"JT"	"R"
"J1c5"	"J1"	"J"	"JT"	"R"
"J1c5a"	"J1"	"J"	"JT"	"R"
"J1c5a1"	"J1"	"J"	"JT"	"R"
"J1c5b"	"J1"	"J"	"JT"	"R"
"J1c5c"	"J1"	"J"	"JT"	"R"
"J1c5c1"	"J1"	"J"	"JT"	"R"
"J1c5d"	"J1"	"J"	"JT"	"R"
"J1c5e"	"J1"	"J"	"JT"	"R"
"J1c5f"	"J1"	"J"	"JT"	"R"
"J1c6"	"J1"	"J"	"JT"	"R"
"J1c6a"	"J1"	"J"	"JT"	"R"
"J1c+16261"	"J1"	"J"	"JT"	"R"
"J1c7"	"J1"	"J"	"JT"	"R"
"J1c7a"	"J1"	"J"	"JT"	"R"
"J1c7a*"	"J1"	"J"	"JT"	"R"
"J1c+16261+189"	"J1"	"J"	"JT"	"R"
"J1c12"	"J1"	"J"	"JT"	"R"
"J1c12a"	"J1"	"J"	"JT"	"R"
"J1c12b"	"J1"	"J"	"JT"	"R"
"J1c13"	"J1"	"J"	"JT"	"R"
"J1c14"	"J1"	"J"	"JT"	"R"
"J1c8"	"J1"	"J"	"JT"	"R"
"J1c8a"	"J1"	"J"	"JT"	"R"
"J1c8a1"	"J1"	"J"	"JT"	"R"
"J1c8a1a"	"J1"	"J"	"JT"	"R"
"J1c8a2"	"J1"	"J"	"JT"	"R"
"J1c8b"	"J1"	"J"	"JT"	"R"
"J1c9"	"J1"	"J"	"JT"	"R"
"J1c10"	"J1"	"J"	"JT"	"R"
"J1c10a"	"J1"	"J"	"JT"	"R"
"J1c11"	"J1"	"J"	"JT"	"R"
"J1c11a"	"J1"	"J"	"JT"	"R"
"J1c15"	"J1"	"J"	"JT"	"R"
"J1c15a"	"J1"	"J"	"JT"	"R"
"J1c15a1"	"J1"	"J"	"JT"	"R"
"J1c15b"	"J1"	"J"	"JT"	"R"
"J1c16"	"J1"	"J"	"JT"	"R"
"J1c17"	"J1"	"J"	"JT"	"R"
"J1c17*"	"J1"	"J"	"JT"	"R"
"J1c17a"	"J1"	"J"	"JT"	"R"
"J1+16193"	"J1"	"J"	"JT"	"R"
"J1d"	"J1"	"J"	"JT"	"R"
"J1d1"	"J1"	"J"	"JT"	"R"
"J1d1a"	"J1"	"J"	"JT"	"R"
"J1d1a1"	"J1"	"J"	"JT"	"R"
"J1d1a1a"	"J1"	"J"	"JT"	"R"
"J1d1b"	"J1"	"J"	"JT"	"R"
"J1d1b1"	"J1"	"J"	"JT"	"R"
"J1d2"	"J1"	"J"	"JT"	"R"
"J1d2*"	"J1"	"J"	"JT"	"R"
"J1d2a"	"J1"	"J"	"JT"	"R"
"J1d3"	"J1"	"J"	"JT"	"R"
"J1d3a"	"J1"	"J"	"JT"	"R"
"J1d3a1"	"J1"	"J"	"JT"	"R"
"J1d3a2"	"J1"	"J"	"JT"	"R"
"J1d4"	"J1"	"J"	"JT"	"R"
"J1d5"	"J1"	"J"	"JT"	"R"
"J1d5a"	"J1"	"J"	"JT"	"R"
"J1d6"	"J1"	"J"	"JT"	"R"
"J1d6a"	"J1"	"J"	"JT"	"R"
"J2"	"J2"	"J"	"JT"	"R"
"J2a"	"J2"	"J"	"JT"	"R"
"J2a1"	"J2"	"J"	"JT"	"R"
"J2a1a"	"J2"	"J"	"JT"	"R"
"J2a1a1"	"J2"	"J"	"JT"	"R"
"J2a1a1a"	"J2"	"J"	"JT"	"R"
"J2a1a1a1"	"J2"	"J"	"JT"	"R"
"J2a1a1a2"	"J2"	"J"	"JT"	"R"
"J2a1a1a2*"	"J2"	"J"	"JT"	"R"
"J2a1a1a2a"	"J2"	"J"	"JT"	"R"
"J2a1a1a3"	"J2"	"J"	"JT"	"R"
"J2a1a1b"	"J2"	"J"	"JT"	"R"
"J2a1a1c"	"J2"	"J"	"JT"	"R"
"J2a1a1d"	"J2"	"J"	"JT"	"R"
"J2a1a1e"	"J2"	"J"	"JT"	"R"
"J2a1a2"	"J2"	"J"	"JT"	"R"
"J2a1a2a"	"J2"	"J"	"JT"	"R"
"J2a1a2a1"	"J2"	"J"	"JT"	"R"
"J2a1a2a1a"	"J2"	"J"	"JT"	"R"
"J2a2"	"J2"	"J"	"JT"	"R"
"J2a2a"	"J2"	"J"	"JT"	"R"
"J2a2a1"	"J2"	"J"	"JT"	"R"
"J2a2a1+16311"	"J2"	"J"	"JT"	"R"
"J2a2a1a"	"J2"	"J"	"JT"	"R"
"J2a2a1a1"	"J2"	"J"	"JT"	"R"
"J2a2a1a1*"	"J2"	"J"	"JT"	"R"
"J2a2a2"	"J2"	"J"	"JT"	"R"
"J2a2b"	"J2"	"J"	"JT"	"R"
"J2a2b1"	"J2"	"J"	"JT"	"R"
"J2a2b1a"	"J2"	"J"	"JT"	"R"
"J2a2b1a*"	"J2"	"J"	"JT"	"R"
"J2a2b2"	"J2"	"J"	"JT"	"R"
"J2a2b3"	"J2"	"J"	"JT"	"R"
"J2a2c"	"J2"	"J"	"JT"	"R"
"J2a2c1"	"J2"	"J"	"JT"	"R"
"J2a2d"	"J2"	"J"	"JT"	"R"
"J2a2d*"	"J2"	"J"	"JT"	"R"
"J2a2e"	"J2"	"J"	"JT"	"R"
"J2b"	"J2"	"J"	"JT"	"R"
"J2b1"	"J2"	"J"	"JT"	"R"
"J2b1*"	"J2"	"J"	"JT"	"R"
"J2b1a"	"J2"	"J"	"JT"	"R"
"J2b1a1"	"J2"	"J"	"JT"	"R"
"J2b1a1a"	"J2"	"J"	"JT"	"R"
"J2b1a2"	"J2"	"J"	"JT"	"R"
"J2b1a2*"	"J2"	"J"	"JT"	"R"
"J2b1a2a"	"J2"	"J"	"JT"	"R"
"J2b1a3"	"J2"	"J"	"JT"	"R"
"J2b1a4"	"J2"	"J"	"JT"	"R"
"J2b1a+16311"	"J2"	"J"	"JT"	"R"
"J2b1a5"	"J2"	"J"	"JT"	"R"
"J2b1a6"	"J2"	"J"	"JT"	"R"
"J2b1b"	"J2"	"J"	"JT"	"R"
"J2b1b1"	"J2"	"J"	"JT"	"R"
"J2b1c"	"J2"	"J"	"JT"	"R"
"J2b1c*"	"J2"	"J"	"JT"	"R"
"J2b1c1"	"J2"	"J"	"JT"	"R"
"J2b1d"	"J2"	"J"	"JT"	"R"
"J2b1d*"	"J2"	"J"	"JT"	"R"
"J2b1e"	"J2"	"J"	"JT"	"R"
"J2b1e1"	"J2"	"J"	"JT"	"R"
"J2b1f"	"J2"	"J"	"JT"	"R"
"J2b1g"	"J2"	"J"	"JT"	"R"
"J2b1h"	"J2"	"J"	"JT"	"R"
"J2b2"	"J2"	"J"	"JT"	"R"
"T"	"T"	"T"	"JT"	"R"
"T1"	"T1"	"T"	"JT"	"R"
"T1*"	"T1"	"T"	"JT"	"R"
"T1a"	"T1"	"T"	"JT"	"R"
"T1a+152"	"T1"	"T"	"JT"	"R"
"T1a1'3"	"T1"	"T"	"JT"	"R"
"T1a1"	"T1"	"T"	"JT"	"R"
"T1a1*"	"T1"	"T"	"JT"	"R"
"T1a1a"	"T1"	"T"	"JT"	"R"
"T1a1a1"	"T1"	"T"	"JT"	"R"
"T1a1b"	"T1"	"T"	"JT"	"R"
"T1a1b1"	"T1"	"T"	"JT"	"R"
"T1a1c"	"T1"	"T"	"JT"	"R"
"T1a1c*"	"T1"	"T"	"JT"	"R"
"T1a1d"	"T1"	"T"	"JT"	"R"
"T1a1e"	"T1"	"T"	"JT"	"R"
"T1a1f"	"T1"	"T"	"JT"	"R"
"T1a1g"	"T1"	"T"	"JT"	"R"
"T1a1h"	"T1"	"T"	"JT"	"R"
"T1a1i"	"T1"	"T"	"JT"	"R"
"T1a1j"	"T1"	"T"	"JT"	"R"
"T1a1k"	"T1"	"T"	"JT"	"R"
"T1a1k1"	"T1"	"T"	"JT"	"R"
"T1a1k2"	"T1"	"T"	"JT"	"R"
"T1a1+@152"	"T1"	"T"	"JT"	"R"
"T1a1l"	"T1"	"T"	"JT"	"R"
"T1a1m"	"T1"	"T"	"JT"	"R"
"T1a1m1"	"T1"	"T"	"JT"	"R"
"T1a1n"	"T1"	"T"	"JT"	"R"
"T1a1p"	"T1"	"T"	"JT"	"R"
"T1a1q"	"T1"	"T"	"JT"	"R"
"T1a1r"	"T1"	"T"	"JT"	"R"
"T1a3"	"T1"	"T"	"JT"	"R"
"T1a3a"	"T1"	"T"	"JT"	"R"
"T1a2"	"T1"	"T"	"JT"	"R"
"T1a2*1"	"T1"	"T"	"JT"	"R"
"T1a2*2"	"T1"	"T"	"JT"	"R"
"T1a2a"	"T1"	"T"	"JT"	"R"
"T1a2b"	"T1"	"T"	"JT"	"R"
"T1a4"	"T1"	"T"	"JT"	"R"
"T1a11"	"T1"	"T"	"JT"	"R"
"T1a11*"	"T1"	"T"	"JT"	"R"
"T1a12"	"T1"	"T"	"JT"	"R"
"T1a13"	"T1"	"T"	"JT"	"R"
"T1a5"	"T1"	"T"	"JT"	"R"
"T1a5a"	"T1"	"T"	"JT"	"R"
